[Subject]	
[Date]	05/30/2016
[Time]	17:35:24
[Channels]	27
[Rate]	1000.000000
[Type]	Average
[Points]	1351
[Xmin]	-100.00000
[Sweeps]	5047
[Accepted]	79
[Rejected]	4968
[Domain]	Time
[Rows]	Points																									
[Electrode Labels]																											
[FP2]	        [AF4]	        [F2]	        [F4]	        [F6]	        [F8]	        [FC2]	        [FC4]	        [FC6]	        [FT8]	        [C2]	        [C4]	        [C6]	        [T8]	        [CP2]	        [CP4]	        [CP6]	        [TP8]	        [P2]	        [P4]	        [P6]	        [P8]	        [PO4]	        [PO6]	        [PO8]	        [O2]	        [CB2]	
[Electrode XUnits]																											
[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	
[Electrode YUnits]																											
[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	
[Average Data]
-0.53570 	-0.60185 	-0.73560 	-0.88535 	-0.75870 	-0.62190 	-0.73740 	-0.88050 	-0.74805 	-0.31580 	-0.42420 	-0.67295 	-0.78375 	-0.02005 	-0.13350 	-0.36300 	-0.16715 	0.31990 	0.10220 	0.06670 	0.34370 	0.54705 	0.78900 	0.90110 	0.92240 	0.82175 	0.58755 
-0.54215 	-0.60885 	-0.73610 	-0.87850 	-0.78750 	-0.64500 	-0.73220 	-0.85880 	-0.75890 	-0.39145 	-0.42330 	-0.67260 	-0.76955 	-0.09215 	-0.16245 	-0.37865 	-0.18310 	0.27140 	0.08415 	0.04645 	0.34740 	0.52120 	0.78120 	0.90365 	0.91645 	0.80520 	0.57515 
-0.54730 	-0.61775 	-0.73540 	-0.86580 	-0.81435 	-0.66525 	-0.72450 	-0.82800 	-0.76700 	-0.47270 	-0.41990 	-0.66490 	-0.74995 	-0.16175 	-0.19030 	-0.39115 	-0.19885 	0.22400 	0.06640 	0.02635 	0.34960 	0.49280 	0.77260 	0.90500 	0.91010 	0.78715 	0.56160 
-0.55000 	-0.62715 	-0.73345 	-0.84760 	-0.83835 	-0.68110 	-0.71475 	-0.79010 	-0.77160 	-0.55515 	-0.41490 	-0.65175 	-0.72670 	-0.22595 	-0.21760 	-0.40160 	-0.21495 	0.18250 	0.04840 	0.00600 	0.34990 	0.46335 	0.76315 	0.90505 	0.90340 	0.76760 	0.54720 
-0.54900 	-0.63525 	-0.72980 	-0.82425 	-0.85875 	-0.69095 	-0.70300 	-0.74685 	-0.77195 	-0.63350 	-0.40910 	-0.63500 	-0.70155 	-0.28210 	-0.24470 	-0.41060 	-0.23165 	0.15125 	0.03020 	-0.01495 	0.34825 	0.43445 	0.75290 	0.90375 	0.89630 	0.74680 	0.53210 
-0.54335 	-0.64010 	-0.72410 	-0.79625 	-0.87470 	-0.69355 	-0.68935 	-0.70020 	-0.76745 	-0.70225 	-0.40300 	-0.61615 	-0.67630 	-0.32760 	-0.27160 	-0.41860 	-0.24860 	0.13375 	0.01180 	-0.03615 	0.34490 	0.40730 	0.74205 	0.90105 	0.88870 	0.72500 	0.51655 
-0.53190 	-0.63960 	-0.71585 	-0.76415 	-0.88560 	-0.68815 	-0.67370 	-0.65160 	-0.75775 	-0.75660 	-0.39655 	-0.59590 	-0.65245 	-0.36085 	-0.29785 	-0.42525 	-0.26485 	0.13190 	-0.00635 	-0.05715 	0.34045 	0.38290 	0.73095 	0.89715 	0.88040 	0.70255 	0.50075 
-0.51405 	-0.63200 	-0.70440 	-0.72845 	-0.89070 	-0.67430 	-0.65565 	-0.60200 	-0.74295 	-0.79270 	-0.38945 	-0.57455 	-0.63060 	-0.38105 	-0.32265 	-0.43010 	-0.27910 	0.14610 	-0.02345 	-0.07715 	0.33560 	0.36215 	0.71990 	0.89205 	0.87125 	0.67960 	0.48470 
-0.48945 	-0.61600 	-0.68930 	-0.68960 	-0.88925 	-0.65210 	-0.63475 	-0.55190 	-0.72335 	-0.80840 	-0.38115 	-0.55165 	-0.61085 	-0.38845 	-0.34505 	-0.43220 	-0.28980 	0.17455 	-0.03895 	-0.09530 	0.33105 	0.34545 	0.70915 	0.88575 	0.86095 	0.65625 	0.46810 
-0.45815 	-0.59080 	-0.67005 	-0.64780 	-0.88040 	-0.62205 	-0.61040 	-0.50145 	-0.69910 	-0.80280 	-0.37090 	-0.52655 	-0.59235 	-0.38440 	-0.36395 	-0.43065 	-0.29535 	0.21425 	-0.05205 	-0.11065 	0.32760 	0.33300 	0.69890 	0.87825 	0.84935 	0.63230 	0.45065 
